,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
3043,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3044,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3045,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3046,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
3047,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3048,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3049,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3050,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3051,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3052,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3053,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3054,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3055,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3056,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3057,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3058,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3059,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3060,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3061,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3062,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3063,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3064,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3065,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3066,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3067,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3068,0,1,0,0,1,1,1,3,11.63,2,46.53,0.01,9,0.5,2.58,23.26,4,5,3,3,3,N
3069,0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,0,N
3070,0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,0,N
3071,0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,0,N
3072,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3073,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3074,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3075,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3076,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3077,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3078,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3079,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3080,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3081,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3082,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3083,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3084,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3085,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,0,N
3086,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,0,N
3087,0,1,0,0,1,1,1,0,0,0,0,0,3,0,0,4.75,0,3,0,3,0,N
3088,0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,0,N
3089,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3090,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3091,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3092,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3093,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3094,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3095,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3096,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3097,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3098,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3099,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3100,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3101,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3102,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3103,0,3,0,0,2,1,1,9,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,9,N
3104,0,1,0,0,1,1,1,2,10.04,5,250.95,0.02,14,0.2,13.94,50.19,5,9,4,8,2,N
3105,0,1,0,0,1,1,1,3,9.32,6.75,424.63,0.02,17,0.15,23.59,62.91,6,11,4,9,3,N
3106,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3107,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3108,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3109,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3110,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3111,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3112,61,11,4,63,6,5,3,84,240.8,16.63,66624.85,1.34,583,0.06,3701.38,4005.42,210,373,101,16,88,N
3113,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3114,3,5,0,5,3,1,1,7,13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,16,27,7,12,7,N
3115,3,5,0,5,3,1,1,7,13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,16,27,7,12,7,N
3116,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3117,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3118,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3119,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3120,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3121,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3122,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3123,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3124,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3125,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3126,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3127,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3128,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3129,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3130,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3131,3,5,0,0,3,1,1,7,10.85,17,3136.11,0.06,42,0.06,174.23,184.48,17,25,7,14,7,N
3132,3,5,0,1,3,1,1,6,12.57,13.13,2165.61,0.05,37,0.08,120.31,165,15,22,8,14,6,N
3133,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3134,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3135,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3136,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3137,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3138,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3139,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3140,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3141,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3142,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3143,1,9,2,1,8,1,1,27,34.09,9.88,3329.22,0.11,68,0.1,184.96,336.89,24,44,17,14,29,N
3144,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3145,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3146,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3147,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3148,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3149,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3150,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3151,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3152,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3153,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3154,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3155,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3156,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3157,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3158,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3159,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3160,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3161,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3162,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3163,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3164,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3165,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3166,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3167,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3168,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3169,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3170,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3171,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3172,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,N
3173,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3174,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,N
3175,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3176,0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,0,N
3177,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,0,N
3178,0,1,0,0,1,1,1,2,13.18,5.25,363.24,0.02,20,0.19,20.18,69.19,6,14,4,7,2,N
3179,0,3,0,1,2,1,1,2,12.09,6.3,479.73,0.03,20,0.16,26.65,76.15,7,13,5,9,2,N
3180,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3181,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3182,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3183,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3184,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3185,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3186,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3187,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3188,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3189,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3190,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3191,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3192,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3193,0,1,0,0,1,1,1,2,13.88,4,222.03,0.02,15,0.25,12.33,55.51,5,10,5,8,2,N
3194,0,1,0,0,1,1,1,2,11.3,6.13,423.78,0.02,20,0.16,23.54,69.19,7,13,4,7,2,N
3195,0,1,0,0,1,1,1,2,0,0,0,0,4,0,0,8,0,4,0,4,2,N
3196,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3197,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3198,0,1,0,0,1,1,1,2,0,0,0,0.01,6,0,0,15.51,0,6,0,6,2,N
3199,0,1,0,0,1,1,1,2,0,0,0,0,5,0,0,11.61,0,5,0,5,2,N
3200,1,11,1,4,6,1,1,21,13.86,22.5,7014.99,0.1,68,0.04,389.72,311.78,27,41,9,15,22,N
3201,0,1,0,0,1,1,1,2,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
3202,0,1,0,0,1,1,1,4,16.05,3.75,225.86,0.02,19,0.27,12.55,60.23,6,13,4,5,4,N
3203,0,1,0,0,1,1,1,2,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
3204,0,1,0,0,1,1,1,2,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
3205,0,1,0,0,1,1,1,2,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
3206,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3207,0,1,1,0,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
3208,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3209,0,1,0,1,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3210,0,1,0,0,1,1,1,2,20.97,3,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,2,N
3211,0,1,0,0,1,1,1,2,20.97,3,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,2,N
3212,0,1,0,0,1,1,1,2,27.35,3,246.13,0.03,21,0.33,13.67,82.04,9,12,9,6,2,N
3213,0,1,0,0,1,1,1,3,30.67,3,276,0.03,23,0.33,15.33,92,10,13,10,6,3,N
3214,0,1,0,0,1,1,1,3,30.67,3,276,0.03,23,0.33,15.33,92,10,13,10,6,3,N
3215,0,1,0,0,1,1,1,3,30.67,3,276,0.03,23,0.33,15.33,92,10,13,10,6,3,N
3216,0,1,0,0,1,1,1,2,27.35,3,246.13,0.03,21,0.33,13.67,82.04,9,12,9,6,2,N
3217,0,1,0,0,1,1,1,3,27.35,3,246.13,0.03,21,0.33,13.67,82.04,9,12,9,6,3,N
3218,0,1,0,0,1,1,1,2,20.97,3,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,2,N
3219,0,1,0,0,1,1,1,2,20.97,3,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,2,N
3220,0,1,0,0,1,1,1,2,20.97,3,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,2,N
3221,0,1,0,0,1,1,1,2,17.92,3,161.32,0.02,15,0.33,8.96,53.77,6,9,6,6,2,N
3222,0,1,0,0,1,1,1,2,17.92,3,161.32,0.02,15,0.33,8.96,53.77,6,9,6,6,2,N
3223,0,1,0,0,1,1,1,2,14.99,3,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,2,N
3224,0,1,0,0,1,1,1,2,14.99,3,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,2,N
3225,0,1,0,0,1,1,1,2,14.99,3,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,2,N
3226,0,1,0,0,1,1,1,2,14.99,3,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,2,N
3227,0,1,0,0,1,1,1,2,14.99,3,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,2,N
3228,0,1,0,0,1,1,1,2,17.92,3,161.32,0.02,15,0.33,8.96,53.77,6,9,6,6,2,N
3229,0,1,0,0,1,1,1,2,17.92,3,161.32,0.02,15,0.33,8.96,53.77,6,9,6,6,2,N
3230,0,1,0,0,1,1,1,2,20.97,3,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,2,N
3231,0,1,0,0,1,1,1,2,20.97,3,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,2,N
3232,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N
3233,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3234,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3235,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3236,0,1,9,0,1,1,1,2,0,0,0,0,9,0,0,0,9,0,1,0,11,N
3237,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N
3238,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N
3239,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3240,0,1,0,0,1,1,1,4,18.49,2.4,106.51,0.01,14,0.42,5.92,44.38,6,8,5,4,4,N
3241,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3242,0,1,0,0,1,1,1,5,8.45,0.75,4.75,0,4,1.33,0.26,6.34,3,1,2,1,5,N
3243,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N
3244,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3245,0,1,0,0,1,1,1,3,10.8,2.5,67.5,0.01,9,0.4,3.75,27,3,6,3,5,3,N
3246,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3247,0,1,0,0,1,1,1,2,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
3248,0,1,0,0,1,1,1,4,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,4,N
3249,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3250,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3251,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3252,0,1,0,0,1,1,1,2,0,0,0,0,4,0,0,8,0,4,0,4,2,N
3253,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3254,0,1,0,0,1,1,1,2,0,0,0,0,5,0,0,11.61,0,5,0,5,2,N
3255,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3256,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3257,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3258,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3259,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3260,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3261,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3262,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3263,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3264,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3265,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3266,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3267,0,9,3,0,5,5,4,4,6.95,27.62,5307.06,0.06,47,0.04,294.84,192.11,17,30,4,13,7,N
3268,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
3269,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3270,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3271,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3272,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3273,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3274,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
3275,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3276,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3277,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3278,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3279,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3280,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
3281,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3282,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3283,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
3284,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3285,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3286,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3287,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3288,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3289,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3290,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3291,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3292,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3293,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3294,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3295,0,1,0,0,1,1,1,3,11.63,2,46.53,0.01,9,0.5,2.58,23.26,4,5,3,3,3,N
3296,0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,0,N
3297,0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,0,N
3298,0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,0,N
3299,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3300,0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
3301,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3302,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3303,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3304,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3305,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3306,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3307,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3308,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3309,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3310,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
3311,0,1,0,0,1,1,1,2,0,0,0,0,3,0,0,4.75,0,3,0,3,2,N
