LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
6,7,0,0,4,3,3,37,32.81,25.46,21266.56,0.28,153,0.04,1181.48,835.29,67,86,25,19,45,Y
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,3,4,0,2,2,1,1,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,7,10,6,8,5,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,1,N
21,10,1,7,9,2,1,45,34.97,25.98,23608.35,0.3,161,0.04,1311.58,908.66,61,100,27,23,46,N
0,1,0,0,1,1,1,2,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,2,N
0,1,1,0,1,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
6,5,0,0,3,3,1,23,50.5,8.94,4034.18,0.15,88,0.11,224.12,451.38,39,49,24,11,31,Y
2,3,0,0,2,2,1,10,21.66,8.18,1449.81,0.06,41,0.12,80.55,177.2,20,21,11,9,14,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
1,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
0,1,0,0,1,1,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,3,6,2,5,4,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,1,0,0,1,1,1,3,12.0,2.5,75.0,0.01,10,0.4,4.17,30.0,3,7,3,5,3,N
1,9,0,1,5,2,1,11,12.8,17.5,3920.0,0.07,56,0.06,217.78,224.0,21,35,6,10,16,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,1,0,1,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
13,13,0,8,7,7,7,44,94.47,13.02,16014.6,0.41,205,0.08,889.7,1230.0,93,112,50,14,67,N
0,1,0,0,1,1,1,2,7.35,8.0,470.48,0.02,17,0.13,26.14,58.81,6,11,3,8,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
9,9,2,2,5,4,1,27,47.18,16.72,13185.3,0.26,142,0.06,732.52,788.75,59,83,30,17,46,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,1,N
0,1,0,0,1,1,1,0,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,5,11,3,8,0,N
12,5,2,0,3,1,1,16,21.78,37.5,30631.81,0.27,158,0.03,1701.77,816.85,75,83,18,18,18,Y
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,1,0,1,N
0,1,0,0,1,1,1,5,6.18,15.0,1389.64,0.03,33,0.07,77.2,92.64,12,21,2,5,5,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
2,9,1,1,5,5,4,22,38.91,12.09,5688.33,0.16,91,0.08,316.02,470.46,38,53,22,14,28,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,1,0,0,1,1,1,0,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,2,7,2,6,0,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,5,0,0,3,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,21,N
0,1,0,0,1,1,1,3,13.0,3.0,117.0,0.01,13,0.33,6.5,39.0,6,7,4,4,3,N
5,1,0,0,1,1,1,12,23.98,8.0,1534.53,0.06,46,0.13,85.25,191.82,16,30,9,9,12,N
0,1,0,0,1,1,1,2,11.3,6.13,423.78,0.02,20,0.16,23.54,69.19,7,13,4,7,2,N
0,5,0,0,3,3,1,10,24.69,8.18,1653.11,0.07,46,0.12,91.84,202.05,18,28,11,10,12,N
2,13,1,8,7,6,6,54,25.11,40.0,40181.42,0.33,184,0.03,2232.3,1004.54,80,104,22,22,55,N
1,1,0,0,1,1,1,17,72.06,11.11,8896.34,0.27,177,0.09,494.24,800.67,80,97,18,5,20,N
18,9,4,15,5,1,1,28,39.43,20.33,16303.48,0.27,146,0.05,905.75,801.81,61,85,27,18,32,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
8,11,0,11,6,4,3,39,49.03,15.89,12381.56,0.26,133,0.06,687.86,779.11,56,77,37,21,39,N
0,1,1,0,1,1,1,1,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,5,8,5,7,2,N
2,5,0,0,3,3,1,10,20.54,4.38,393.13,0.03,23,0.23,21.84,89.86,10,13,8,7,14,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,1,0,1,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
7,49,0,5,25,16,25,29,44.01,20.98,19367.71,0.31,180,0.05,1075.98,923.27,71,109,22,13,43,Y
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
0,1,1,0,1,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,2,N
0,1,0,0,1,1,1,5,8.45,0.75,4.75,0.0,4,1.33,0.26,6.34,3,1,2,1,5,N
3,3,0,2,2,2,1,13,26.48,9.82,2554.12,0.09,56,0.1,141.9,260.06,25,31,14,11,20,N
0,1,1,0,1,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
81,162,80,165,96,63,27,423,131.72,126.56,2109679.46,5.56,2027,0.01,117204.41,16670.05,798,1229,227,72,503,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
0,7,18,40,5,5,1,3,24.19,12.38,3709.91,0.1,63,0.08,206.11,299.56,23,40,13,14,21,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
7,17,0,9,9,6,1,33,24.07,22.94,12668.16,0.18,106,0.04,703.79,552.2,39,67,17,20,51,N
8,5,0,10,3,2,3,18,32.47,13.7,6090.14,0.15,83,0.07,338.34,444.68,35,48,23,18,18,N
7,3,0,0,2,2,1,20,34.09,11.0,4124.71,0.12,78,0.09,229.15,374.97,34,44,17,11,20,N
1,3,1,0,2,1,1,5,10.95,6.0,394.38,0.02,19,0.17,21.91,65.73,10,9,5,6,6,N
0,1,0,3,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
3,9,0,0,5,2,5,11,18.96,10.11,1938.86,0.06,43,0.1,107.71,191.76,14,29,9,13,11,N
12,1,3,5,1,1,1,7,33.33,5.4,972.0,0.06,45,0.19,54.0,180.0,18,27,10,6,10,Y
0,3,2,0,2,2,1,1,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,8,11,3,8,3,N
0,3,0,0,2,2,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,16,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
0,1,0,0,1,1,1,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,3,8,3,7,2,N
0,1,0,0,1,1,1,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,0,N
3,11,0,3,7,1,3,31,27.23,23.81,15434.85,0.22,121,0.04,857.49,648.26,50,71,21,20,31,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
0,1,0,0,1,1,1,0,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,3,5,3,4,0,N
4,5,0,11,3,1,1,18,27.93,10.5,3079.11,0.1,61,0.1,171.06,293.25,28,33,16,12,18,N
5,4,0,3,3,3,1,20,30.77,9.38,2704.14,0.1,60,0.11,150.23,288.44,25,35,16,12,20,N
3,1,0,46,1,1,1,4,10.63,3.75,149.49,0.01,12,0.27,8.3,39.86,5,7,4,6,4,N
0,1,0,0,1,1,1,2,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,4,N
1,3,0,0,2,2,1,12,17.86,15.0,4019.39,0.09,62,0.07,223.3,267.96,20,42,8,12,15,Y
0,1,0,0,1,1,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,0,N
0,3,2,0,2,2,1,1,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,8,11,3,8,3,N
5,5,4,0,3,3,1,13,25.58,13.2,4456.28,0.11,71,0.08,247.57,337.6,33,38,15,12,17,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
6,17,3,0,9,2,5,24,32.25,23.09,17192.85,0.25,139,0.04,955.16,744.7,59,80,23,18,27,N
0,1,0,0,1,1,1,0,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,2,5,2,4,0,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,1,N
0,1,0,0,1,1,1,13,140.97,5.14,3728.57,0.24,145,0.19,207.14,725.0,72,73,28,4,15,N
0,1,0,0,1,1,1,2,7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,1,7,1,6,2,N
3,19,1,0,10,2,10,9,18.32,22.8,9525.53,0.14,86,0.04,529.2,417.79,24,62,10,19,15,Y
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
17,69,2,21,35,20,23,130,92.45,27.99,72442.7,0.86,393,0.04,4024.59,2587.89,159,234,71,25,172,Y
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,2,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,2,N
4,1,14,1,1,1,1,8,110.63,3.8,1594.44,0.14,84,0.26,88.58,420.0,41,43,27,5,22,N
15,5,1,25,3,3,1,14,49.71,9.92,4895.11,0.16,94,0.1,271.95,493.31,43,51,26,12,15,N
7,19,0,3,10,4,6,59,54.96,26.0,37155.51,0.48,245,0.04,2064.19,1429.06,104,141,38,19,59,N
0,1,0,0,1,1,1,6,17.51,5.0,437.85,0.03,23,0.2,24.32,87.57,10,13,7,7,6,N
0,1,0,0,1,1,1,2,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,2,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
1,19,0,0,10,9,1,21,24.5,26.0,16559.04,0.21,145,0.04,919.95,636.89,39,106,9,12,21,N
2,3,0,1,2,2,1,9,12.73,6.75,580.17,0.03,22,0.15,32.22,85.95,9,13,6,9,9,N
0,1,0,0,1,1,1,1,21.0,0.67,9.33,0.0,7,1.5,0.52,14.0,4,3,3,1,1,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
6,7,0,4,4,4,1,24,42.16,16.55,11541.82,0.23,136,0.06,641.21,697.58,56,80,22,13,38,N
0,1,0,0,1,1,1,4,28.92,4.33,543.12,0.04,29,0.23,30.17,125.34,13,16,12,8,4,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,2,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,6,1,5,4,N
0,1,0,0,1,1,1,0,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,2,1,2,1,0,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
0,1,1,0,1,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,2,N
2,7,0,1,4,4,1,20,31.8,8.68,2394.74,0.09,61,0.12,133.04,275.94,27,34,14,9,20,N
0,9,3,0,5,5,4,4,6.95,27.62,5307.06,0.06,47,0.04,294.84,192.11,17,30,4,13,7,N
0,1,0,0,1,1,1,0,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,4,8,4,7,0,N
3,1,1,0,1,1,1,2,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,4,5,4,3,3,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
0,13,15,1,7,7,1,2,20.11,31.88,20434.13,0.21,124,0.03,1135.23,641.07,51,73,16,20,17,N
3,5,0,0,3,1,1,5,14.2,12.38,2175.04,0.06,43,0.08,120.84,175.76,22,21,8,9,5,N
0,1,0,0,1,1,1,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,3,8,3,7,2,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,1,0,0,1,1,1,0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,0,N
0,5,3,0,3,3,1,1,13.46,9.33,1172.67,0.04,33,0.11,65.15,125.64,14,19,6,8,4,N
0,1,0,0,1,1,1,2,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,2,N
5,1,0,0,1,1,1,4,8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,4,8,3,7,4,N
1,1,0,0,1,1,1,4,24.22,2.29,126.52,0.02,16,0.44,7.03,55.35,8,8,7,4,7,N
0,1,0,0,1,1,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,0,N
2,16,1,17,13,12,1,62,36.91,35.24,45835.82,0.43,226,0.03,2546.43,1300.6,95,131,31,23,84,N
3,5,0,5,3,1,1,7,13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,16,27,7,12,7,N
0,1,0,0,1,1,1,0,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,3,12,2,8,0,N
0,1,3,1,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,1,0,4,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
9,7,0,0,6,2,1,40,30.85,13.95,6003.1,0.14,82,0.07,333.51,430.33,31,51,20,18,51,N
0,6,0,0,5,5,1,19,23.68,10.96,2845.58,0.09,54,0.09,158.09,259.6,19,35,13,15,19,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
4,3,0,3,2,1,1,7,15.53,9.33,1352.83,0.05,33,0.11,75.16,144.95,14,19,9,12,17,N
1,3,0,0,2,1,1,12,16.65,4.67,362.64,0.03,21,0.21,20.15,77.71,8,13,6,7,12,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
10,75,0,6,38,4,30,68,45.26,39.66,71172.91,0.6,318,0.03,3954.05,1794.75,141,177,32,18,85,N
12,1,13,9,1,1,1,6,69.36,8.0,4439.07,0.18,110,0.13,246.61,554.88,50,60,25,8,19,N
0,1,0,0,1,1,1,0,6.86,3.5,84.0,0.01,8,0.29,4.67,24.0,1,7,1,7,0,N
6,5,0,6,3,3,1,21,40.4,11.25,5113.63,0.15,86,0.09,284.09,454.54,36,50,24,15,21,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
5,13,0,12,7,4,7,23,29.28,11.78,4063.55,0.11,71,0.08,225.75,344.92,29,42,16,13,23,N
0,11,0,0,7,7,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,73,N
0,1,0,0,1,1,1,4,10.24,7.0,501.89,0.02,20,0.14,27.88,71.7,7,13,4,8,4,N
2,5,1,1,3,2,1,7,19.46,7.5,1094.61,0.05,35,0.13,60.81,145.95,15,20,9,9,8,N
2,9,2,0,5,5,1,25,25.39,19.13,9294.94,0.16,100,0.05,516.39,485.8,41,59,15,14,27,Y
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,1,N
2,17,0,0,9,4,6,19,28.4,27.71,21801.15,0.26,145,0.04,1211.17,786.81,70,75,24,19,19,N
0,1,0,0,1,1,1,2,11.3,6.13,423.78,0.02,20,0.16,23.54,69.19,7,13,4,7,2,N
5,5,0,5,3,3,1,20,64.48,5.76,2139.18,0.12,73,0.17,118.84,371.38,32,41,25,9,32,Y
0,1,0,0,1,1,1,2,20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,2,N
0,1,2,0,1,1,1,1,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,3,5,3,4,3,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.01,6,0.0,0.0,15.51,0,6,0,6,2,N
0,1,1,0,1,1,1,1,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,6,1,5,2,N
0,3,0,1,2,1,1,11,16.29,7.56,931.62,0.04,29,0.13,51.76,123.19,11,18,8,11,11,N
0,7,17,8,4,4,1,2,51.96,5.57,1612.97,0.1,59,0.18,89.61,289.51,26,33,21,9,19,N
8,5,0,10,3,2,3,18,32.47,13.7,6090.14,0.15,83,0.07,338.34,444.68,35,48,23,18,18,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,7,N
1,3,0,0,2,1,1,8,15.07,9.75,1432.72,0.05,34,0.1,79.6,146.95,13,21,8,12,8,N
2,9,6,0,5,1,1,14,23.12,11.15,2875.94,0.09,57,0.09,159.77,257.83,29,28,13,10,20,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
11,1,0,1,1,1,1,28,91.4,11.5,12088.01,0.35,181,0.09,671.56,1051.13,69,112,42,14,43,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
4,1,0,0,1,1,1,14,23.49,32.72,25163.18,0.26,181,0.03,1397.95,768.87,90,91,11,8,14,N
0,1,0,0,1,1,1,2,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,2,7,2,6,2,N
3,5,5,0,3,1,1,6,13.67,11.43,1786.01,0.05,40,0.09,99.22,156.28,20,20,7,8,11,N
3,1,0,0,1,1,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
0,1,0,0,1,1,1,14,58.93,6.2,2265.23,0.12,76,0.16,125.85,365.36,31,45,20,8,21,Y
1,3,0,0,2,2,1,7,13.3,9.75,1264.16,0.04,30,0.1,70.23,129.66,13,17,8,12,10,N
0,1,1,0,1,1,1,1,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,6,1,5,2,N
2,3,0,0,2,1,1,7,12.33,7.2,639.44,0.03,24,0.14,35.52,88.81,9,15,5,8,7,N
0,1,0,0,1,1,1,2,9.96,3.5,122.04,0.01,11,0.29,6.78,34.87,2,9,2,7,2,N
1,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,5,N
5,3,2,1,2,1,1,5,22.54,4.33,423.25,0.03,25,0.23,23.51,97.67,13,12,9,6,7,N
21,18,0,0,12,7,1,55,35.75,20.92,15645.96,0.25,147,0.05,869.22,747.86,53,94,19,15,78,Y
4,9,0,4,5,4,5,11,34.29,8.89,2712.89,0.1,61,0.11,150.72,305.0,26,35,19,13,21,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
4,5,0,6,3,3,1,32,31.44,14.77,6858.62,0.15,100,0.07,381.03,464.39,32,68,13,12,32,N
3,11,5,9,6,5,1,39,42.63,26.0,28814.88,0.37,203,0.04,1600.83,1108.26,91,112,28,16,44,Y
15,1,0,6,1,1,1,9,36.46,3.0,328.18,0.04,28,0.33,18.23,109.39,9,19,9,6,9,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
0,3,0,0,2,2,1,11,31.53,3.5,386.27,0.04,27,0.29,21.46,110.36,10,17,10,7,13,N
0,1,0,0,1,1,1,3,10.8,3.33,120.0,0.01,12,0.3,6.67,36.0,4,8,3,5,3,N
1,5,0,0,3,1,3,13,12.22,9.17,1026.67,0.04,28,0.11,57.04,112.0,11,17,6,10,13,N
0,1,0,0,1,1,1,2,20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,2,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
0,1,0,0,1,1,1,2,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,2,5,2,4,2,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,0,5,0,5,2,N
1,1,0,1,1,1,1,2,16.92,3.5,207.22,0.02,16,0.29,11.51,59.21,6,10,6,7,2,N
1,7,0,0,4,1,1,10,8.55,23.4,4683.66,0.07,48,0.04,260.2,200.16,18,30,5,13,10,N
11,53,9,14,27,27,11,127,121.76,24.32,72041.28,0.99,454,0.04,4002.29,2961.7,200,254,74,18,136,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
0,21,0,0,11,5,6,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,70,N
0,3,0,0,2,2,1,0,9.32,5.0,233.02,0.02,13,0.2,12.95,46.6,5,8,4,8,0,N
2,3,1,0,2,1,1,7,14.43,5.14,381.76,0.02,19,0.19,21.21,74.23,9,10,7,8,8,N
10,47,5,20,24,16,14,105,47.52,45.68,99158.57,0.72,369,0.02,5508.81,2170.7,143,226,36,23,143,N
13,3,4,0,2,2,1,36,42.95,21.15,19213.56,0.3,187,0.05,1067.42,908.44,94,93,20,9,55,N
0,1,0,0,1,1,1,2,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,4,5,4,4,2,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,1,0,0,1,1,1,8,27.26,5.2,737.24,0.05,34,0.19,40.96,141.78,13,21,10,8,15,N
4,13,0,3,7,7,1,36,25.36,30.47,23549.34,0.26,156,0.03,1308.3,772.85,74,82,17,14,36,N
8,1,0,2,1,1,1,18,46.0,9.05,3765.19,0.14,84,0.11,209.18,416.15,38,46,21,10,18,N
0,1,1,0,1,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
12,5,2,8,3,2,1,11,31.59,11.45,4145.3,0.12,68,0.09,230.29,361.89,28,40,22,18,13,N
3,13,0,5,7,4,1,18,32.72,9.39,2883.89,0.1,62,0.11,160.22,307.16,26,36,18,13,28,Y
1,1,3,0,1,1,1,2,10.75,6.0,387.18,0.02,18,0.17,21.51,64.53,6,12,4,8,5,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
6,1,0,9,1,1,1,3,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,4,5,4,3,3,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,1,0,1,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
38,61,16,32,35,28,18,198,73.58,80.67,478798.2,1.98,840,0.01,26599.9,5935.51,330,510,90,44,214,N
3,7,1,0,4,1,4,9,8.22,13.5,1498.68,0.04,30,0.07,83.26,111.01,12,18,4,9,15,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,2,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,4,N
0,1,0,0,1,1,1,6,8.22,9.0,666.08,0.02,20,0.11,37.0,74.01,8,12,4,9,6,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,3,0,0,2,2,1,9,37.09,4.5,751.09,0.06,38,0.22,41.73,166.91,18,20,14,7,11,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,0,5,0,5,2,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
0,1,0,0,1,1,1,1,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,2,1,2,1,1,N
23,21,7,17,11,6,11,37,43.5,27.5,32898.67,0.4,206,0.04,1827.7,1196.32,85,121,34,22,86,N
5,11,0,5,1,1,1,25,32.32,12.94,5412.52,0.14,87,0.08,300.7,418.24,40,47,17,11,25,N
